cc1	geoname_id1	cc2	geoname_id2	n
BN	1820071	BN	1820906	1
BN	1820187	TH	1609350	2
BN	1820491	BN	1820906	1
BN	1820680	BN	1820906	2
BN	1820680	SG	1880252	1
BN	1820906	BN	1820071	1
BN	1820906	BN	1820491	1
BN	1820906	BN	1820680	2
BN	1820906	ID	1625822	1
BN	1820906	ID	1629001	1
BN	1820906	ID	1632033	1
BN	1820906	ID	1642911	1
BN	1820906	ID	1646194	1
BN	1820906	ID	1650357	1
BN	1820906	ID	6841076	1
BN	1820906	MY	1732752	6
BN	1820906	MY	1732891	8
BN	1820906	MY	1732903	1
BN	1820906	MY	1734052	3
BN	1820906	MY	1734634	1
BN	1820906	MY	1734705	2
BN	1820906	MY	1734759	1
BN	1820906	MY	1734862	1
BN	1820906	MY	1735106	3
BN	1820906	MY	1735160	2
BN	1820906	MY	1735161	16
BN	1820906	MY	1735283	1
BN	1820906	PH	1701668	2
BN	1820906	SG	1880252	21
BN	1820906	TH	1153671	2
BN	1820906	TH	1607983	1
BN	1820906	TH	1609350	5
BN	1820906	VN	1581130	1
ID	1213821	ID	1215502	1
ID	1214026	ID	1215502	2
ID	1214026	ID	1621177	1
ID	1214026	ID	1642911	1
ID	1214026	ID	1648473	1
ID	1214520	ID	1215502	1
ID	1214520	ID	1621177	3
ID	1214520	ID	1622786	2
ID	1214520	ID	1624917	1
ID	1214520	ID	1625812	1
ID	1214520	ID	1625822	5
ID	1214520	ID	1627896	3
ID	1214520	ID	1628942	1
ID	1214520	ID	1630789	1
ID	1214520	ID	1631761	1
ID	1214520	ID	1633070	1
ID	1214520	ID	1633118	1
ID	1214520	ID	1633419	2
ID	1214520	ID	1636722	1
ID	1214520	ID	1641902	1
ID	1214520	ID	1642911	18
ID	1214520	ID	1645524	3
ID	1214520	ID	1645528	1
ID	1214520	ID	1646452	1
ID	1214520	ID	1648473	13
ID	1214520	ID	1649378	1
ID	1214520	ID	1650298	1
ID	1214520	ID	1650317	1
ID	1214520	ID	1650357	2
ID	1214520	ID	1650527	1
ID	1214520	ID	1888894	1
ID	1214520	ID	1958984	1
ID	1214520	ID	1968497	1
ID	1214520	ID	6262789	1
ID	1214520	ID	6569262	1
ID	1214520	ID	7386135	1
ID	1214520	ID	7456729	2
ID	1214520	MY	1732891	10
ID	1214520	MY	1733432	2
ID	1214520	MY	1733664	1
ID	1214520	MY	1735106	2
ID	1214520	MY	1735161	2
ID	1214520	MY	1735195	7
ID	1214520	SG	1880252	2
ID	1214520	TH	1607983	1
ID	1214520	TH	1608133	1
ID	1214520	TH	1609350	2
ID	1214658	ID	6727956	2
ID	1214658	MY	1732891	2
ID	1214658	MY	1735160	2
ID	1214658	MY	1735161	2
ID	1214882	ID	1630328	1
ID	1214944	ID	1633118	1
ID	1214944	ID	1642911	1
ID	1214944	ID	1648473	1
ID	1214944	MY	1732752	1
ID	1215308	ID	1625221	1
ID	1215308	ID	6560308	1
ID	1215308	ID	7558785	1
ID	1215308	ID	7590107	1
ID	1215502	ID	1213821	1
ID	1215502	ID	1214026	2
ID	1215502	ID	1214520	1
ID	1215502	ID	1621177	4
ID	1215502	ID	1625084	3
ID	1215502	ID	1625822	1
ID	1215502	ID	1627896	2
ID	1215502	ID	1635882	1
ID	1215502	ID	1642911	11
ID	1215502	ID	1645524	1
ID	1215502	ID	1645528	3
ID	1215502	ID	1646194	1
ID	1215502	ID	1648473	2
ID	1215502	ID	1648975	1
ID	1215502	ID	1650039	1
ID	1215502	ID	1650357	13
ID	1215502	ID	6841032	1
ID	1215502	ID	8581443	2
ID	1215502	MY	1732752	4
ID	1215502	MY	1733359	1
ID	1215502	MY	1735086	1
ID	1215502	MY	1735106	6
ID	1215502	MY	1735160	1
ID	1215502	MY	1735161	6
ID	1215502	MY	1735436	1
ID	1215502	PH	1692192	1
ID	1215502	PH	7419285	1
ID	1215502	SG	1880252	1
ID	1215502	TH	1156400	1
ID	1215502	TH	1609350	1
ID	1215502	VN	1566083	1
ID	1342705	ID	1648473	1
ID	1464470	ID	1625812	1
ID	1464470	ID	1625822	1
ID	1464470	ID	1645524	1
ID	1464470	ID	6403712	1
ID	1621177	ID	1214026	1
ID	1621177	ID	1214520	3
ID	1621177	ID	1215502	4
ID	1621177	ID	1623726	1
ID	1621177	ID	1623834	1
ID	1621177	ID	1624917	1
ID	1621177	ID	1625084	1
ID	1621177	ID	1625812	9
ID	1621177	ID	1625822	19
ID	1621177	ID	1626542	1
ID	1621177	ID	1627459	1
ID	1621177	ID	1627896	12
ID	1621177	ID	1628019	1
ID	1621177	ID	1629001	1
ID	1621177	ID	1630326	1
ID	1621177	ID	1630328	3
ID	1621177	ID	1631761	2
ID	1621177	ID	1633034	1
ID	1621177	ID	1633070	1
ID	1621177	ID	1633118	1
ID	1621177	ID	1633419	2
ID	1621177	ID	1635141	6
ID	1621177	ID	1636544	7
ID	1621177	ID	1636722	4
ID	1621177	ID	1640344	1
ID	1621177	ID	1642133	1
ID	1621177	ID	1642911	54
ID	1621177	ID	1643089	1
ID	1621177	ID	1645524	2
ID	1621177	ID	1645528	2
ID	1621177	ID	1647003	2
ID	1621177	ID	1648266	1
ID	1621177	ID	1648473	17
ID	1621177	ID	1650357	21
ID	1621177	ID	1933709	1
ID	1621177	ID	1962934	1
ID	1621177	ID	1970547	1
ID	1621177	ID	2000253	2
ID	1621177	ID	2007255	1
ID	1621177	ID	6399943	1
ID	1621177	ID	6734791	1
ID	1621177	ID	6792558	1
ID	1621177	ID	6839027	1
ID	1621177	ID	6841032	1
ID	1621177	ID	7037466	1
ID	1621177	ID	7386140	1
ID	1621177	ID	7426882	1
ID	1621177	ID	7456729	1
ID	1621177	ID	8430445	1
ID	1621177	MM	1298824	2
ID	1621177	MY	1732752	7
ID	1621177	MY	1732891	19
ID	1621177	MY	1734705	2
ID	1621177	MY	1734759	3
ID	1621177	MY	1734797	1
ID	1621177	MY	1735106	2
ID	1621177	MY	1735160	3
ID	1621177	MY	1735161	16
ID	1621177	MY	1735195	2
ID	1621177	MY	1735244	2
ID	1621177	MY	1735498	1
ID	1621177	MY	1736376	6
ID	1621177	MY	1738050	1
ID	1621177	MY	1756227	1
ID	1621177	PH	1692192	5
ID	1621177	PH	1701668	3
ID	1621177	SG	1880252	13
ID	1621177	TH	1153671	1
ID	1621177	TH	1606147	1
ID	1621177	TH	1609776	2
ID	1621177	TH	1610780	1
ID	1621177	TH	6957690	1
ID	1621177	VN	1566083	2
ID	1621177	VN	1581130	3
ID	1621899	ID	1626542	1
ID	1621899	ID	1636308	1
ID	1621899	ID	1642133	1
ID	1621899	ID	1642911	1
ID	1621899	ID	7054672	1
ID	1622315	ID	1648473	1
ID	1622517	LA	1651944	1
ID	1622517	MM	1298824	1
ID	1622517	MY	1735106	1
ID	1622517	MY	1737486	1
ID	1622517	PH	1966087	1
ID	1622517	TH	1609776	1
ID	1622690	ID	1629001	1
ID	1622690	ID	1630789	1
ID	1622690	ID	1632694	1
ID	1622690	ID	1633118	1
ID	1622690	ID	1634436	1
ID	1622690	ID	1639150	1
ID	1622690	ID	1642911	1
ID	1622690	ID	1648473	1
ID	1622786	ID	1214520	2
ID	1622786	ID	1625084	6
ID	1622786	ID	1625812	2
ID	1622786	ID	1625822	3
ID	1622786	ID	1625863	1
ID	1622786	ID	1633034	1
ID	1622786	ID	1633070	1
ID	1622786	ID	1633419	3
ID	1622786	ID	1635815	1
ID	1622786	ID	1635882	2
ID	1622786	ID	1636544	1
ID	1622786	ID	1636722	1
ID	1622786	ID	1637001	1
ID	1622786	ID	1640344	1
ID	1622786	ID	1641301	1
ID	1622786	ID	1641902	1
ID	1622786	ID	1642588	2
ID	1622786	ID	1642911	36
ID	1622786	ID	1645524	1
ID	1622786	ID	1645528	3
ID	1622786	ID	1648473	5
ID	1622786	ID	1650213	1
ID	1622786	ID	1650357	6
ID	1622786	ID	1650527	1
ID	1622786	ID	2082600	1
ID	1622786	ID	6592837	1
ID	1622786	ID	6767395	1
ID	1622786	ID	6965846	1
ID	1622786	ID	6965848	1
ID	1622786	ID	8378351	1
ID	1622786	ID	8430445	1
ID	1622786	KH	1822214	1
ID	1622786	MY	1735106	1
ID	1622786	MY	1735195	1
ID	1622786	PH	1692192	1
ID	1622786	PH	1701668	2
ID	1622786	PH	1705536	1
ID	1622786	PH	1714865	1
ID	1622786	TH	1609350	4
ID	1622786	TH	1610780	1
ID	1622786	VN	1566083	1
ID	1622786	VN	1581130	1
ID	1622846	ID	1642911	1
ID	1622846	ID	1645528	2
ID	1622846	ID	1650820	1
ID	1623424	MY	1735161	1
ID	1623424	SG	1880252	1
ID	1623446	ID	1625822	1
ID	1623446	ID	1636544	1
ID	1623446	TH	1609350	1
ID	1623726	ID	1621177	1
ID	1623831	ID	1642911	1
ID	1623831	ID	8404638	1
ID	1623834	ID	1621177	1
ID	1623834	ID	1624232	5
ID	1623834	ID	1635243	1
ID	1623834	ID	1636544	1
ID	1623834	ID	1642911	14
ID	1623834	ID	2082600	1
ID	1623834	ID	6399943	1
ID	1623834	TH	1152188	1
ID	1623834	TH	1608133	1
ID	1623834	TH	1609350	2
ID	1623845	ID	1648473	1
ID	1623845	ID	1650357	1
ID	1623845	ID	1651531	1
ID	1623845	TH	1609350	2
ID	1624232	ID	1623834	5
ID	1624232	ID	1642911	2
ID	1624521	MY	1735161	1
ID	1624647	ID	1642911	1
ID	1624725	ID	1629001	1
ID	1624725	ID	1642911	1
ID	1624725	ID	1648473	1
ID	1624725	ID	1650357	1
ID	1624917	ID	1214520	1
ID	1624917	ID	1621177	1
ID	1624917	ID	1627896	1
ID	1624917	ID	1636722	1
ID	1624917	ID	1642911	1
ID	1624917	ID	1648473	3
ID	1624917	ID	1649150	1
ID	1624917	ID	8430445	1
ID	1624917	MY	1732752	5
ID	1624917	MY	1732891	1
ID	1624917	MY	1734797	1
ID	1624917	MY	1735161	1
ID	1624917	PH	1705536	1
ID	1624917	SG	1880252	2
ID	1625084	ID	1215502	3
ID	1625084	ID	1621177	1
ID	1625084	ID	1622786	6
ID	1625084	ID	1625812	1
ID	1625084	ID	1625822	1
ID	1625084	ID	1629131	1
ID	1625084	ID	1630634	1
ID	1625084	ID	1633419	3
ID	1625084	ID	1635882	3
ID	1625084	ID	1642467	1
ID	1625084	ID	1642911	33
ID	1625084	ID	1645524	7
ID	1625084	ID	1645528	2
ID	1625084	ID	1647003	1
ID	1625084	ID	1648473	16
ID	1625084	ID	1650039	1
ID	1625084	ID	1650357	17
ID	1625084	ID	2082600	1
ID	1625084	ID	6592837	1
ID	1625084	ID	8581443	3
ID	1625084	MM	1298824	1
ID	1625084	MY	1732752	3
ID	1625084	MY	1732891	6
ID	1625084	MY	1735086	1
ID	1625084	MY	1735106	1
ID	1625084	MY	1735161	1
ID	1625084	SG	1880252	2
ID	1625084	TH	1607983	1
ID	1625084	TH	1609350	1
ID	1625084	VN	1581130	1
ID	1625221	ID	1215308	1
ID	1625221	ID	6560308	1
ID	1625221	ID	7558785	1
ID	1625221	ID	7590107	1
ID	1625349	ID	1648473	1
ID	1625708	ID	1625812	1
ID	1625708	ID	1645528	1
ID	1625708	ID	7456729	1
ID	1625708	ID	7590107	1
ID	1625812	ID	1214520	1
ID	1625812	ID	1464470	1
ID	1625812	ID	1621177	9
ID	1625812	ID	1622786	2
ID	1625812	ID	1625084	1
ID	1625812	ID	1625708	1
ID	1625812	ID	1625822	3
ID	1625812	ID	1627459	1
ID	1625812	ID	1627896	1
ID	1625812	ID	1636722	1
ID	1625812	ID	1642911	9
ID	1625812	ID	1645524	3
ID	1625812	ID	1645528	1
ID	1625812	ID	1648473	1
ID	1625812	ID	1650357	7
ID	1625812	ID	1962934	1
ID	1625812	ID	6403712	1
ID	1625812	ID	6701954	1
ID	1625812	ID	7456729	1
ID	1625812	ID	7570529	1
ID	1625812	ID	7590107	1
ID	1625812	SG	1880252	1
ID	1625822	BN	1820906	1
ID	1625822	ID	1214520	5
ID	1625822	ID	1215502	1
ID	1625822	ID	1464470	1
ID	1625822	ID	1621177	19
ID	1625822	ID	1622786	3
ID	1625822	ID	1623446	1
ID	1625822	ID	1625084	1
ID	1625822	ID	1625812	3
ID	1625822	ID	1626103	1
ID	1625822	ID	1627184	1
ID	1625822	ID	1627253	3
ID	1625822	ID	1627459	1
ID	1625822	ID	1627896	13
ID	1625822	ID	1629001	1
ID	1625822	ID	1629606	1
ID	1625822	ID	1630789	1
ID	1625822	ID	1632033	1
ID	1625822	ID	1633070	1
ID	1625822	ID	1633419	1
ID	1625822	ID	1635882	1
ID	1625822	ID	1636022	1
ID	1625822	ID	1636544	3
ID	1625822	ID	1636722	9
ID	1625822	ID	1638562	1
ID	1625822	ID	1641301	1
ID	1625822	ID	1642467	1
ID	1625822	ID	1642588	2
ID	1625822	ID	1642858	2
ID	1625822	ID	1642911	25
ID	1625822	ID	1644932	1
ID	1625822	ID	1645524	3
ID	1625822	ID	1645528	6
ID	1625822	ID	1648473	3
ID	1625822	ID	1649378	2
ID	1625822	ID	1650357	15
ID	1625822	ID	1962934	1
ID	1625822	ID	2057087	2
ID	1625822	ID	2082600	6
ID	1625822	ID	6403712	1
ID	1625822	ID	6560308	1
ID	1625822	ID	6792558	1
ID	1625822	ID	7456729	1
ID	1625822	ID	7529182	1
ID	1625822	ID	7570529	1
ID	1625822	MM	1284952	1
ID	1625822	MM	1298824	3
ID	1625822	MY	1732752	13
ID	1625822	MY	1732891	9
ID	1625822	MY	1735158	1
ID	1625822	MY	1735161	14
ID	1625822	MY	1735227	1
ID	1625822	MY	1735436	1
ID	1625822	MY	1735634	2
ID	1625822	MY	1781917	1
ID	1625822	PH	1692192	5
ID	1625822	PH	1701668	7
ID	1625822	PH	1703417	1
ID	1625822	PH	1705536	1
ID	1625822	PH	7290466	2
ID	1625822	PH	7417455	1
ID	1625822	SG	1880252	7
ID	1625822	TH	1153671	2
ID	1625822	TH	1606147	1
ID	1625822	TH	1607983	1
ID	1625822	TH	1608902	1
ID	1625822	TH	1609350	14
ID	1625822	TH	1611110	1
ID	1625822	VN	1581130	4
ID	1625863	ID	1622786	1
ID	1626103	ID	1625822	1
ID	1626103	ID	1650357	2
ID	1626348	PH	1966087	1
ID	1626348	TH	1607983	1
ID	1626348	TH	1609350	1
ID	1626381	ID	1642911	1
ID	1626443	VN	1581130	1
ID	1626542	ID	1621177	1
ID	1626542	ID	1621899	1
ID	1626542	ID	1636308	1
ID	1626542	ID	1636722	1
ID	1626542	ID	1642133	2
ID	1626542	ID	1642911	3
ID	1626542	ID	1645524	2
ID	1626542	ID	1645528	1
ID	1626542	ID	1647003	1
ID	1626542	ID	1648473	1
ID	1626542	ID	1961353	1
ID	1626542	ID	6792558	1
ID	1626542	ID	7054672	1
ID	1626649	ID	1633419	1
ID	1626649	ID	1648473	2
ID	1626649	MY	1744366	1
ID	1626649	PH	1705536	1
ID	1626752	MY	1735634	1
ID	1626752	PH	1694611	1
ID	1626752	SG	1880252	1
ID	1626752	TH	1609350	1
ID	1626801	ID	1648473	1
ID	1626932	ID	1642911	1
ID	1627184	ID	1625822	1
ID	1627184	ID	1644932	1
ID	1627185	ID	1636722	1
ID	1627185	ID	1650357	1
ID	1627253	ID	1625822	3
ID	1627253	ID	1638562	1
ID	1627253	ID	1645528	1
ID	1627253	MY	1734634	1
ID	1627253	SG	1880252	1
ID	1627253	TH	1152473	1
ID	1627253	TH	1152633	1
ID	1627253	TH	1153669	1
ID	1627253	TH	1607001	1
ID	1627253	TH	1607017	1
ID	1627253	TH	1609776	1
ID	1627459	ID	1621177	1
ID	1627459	ID	1625812	1
ID	1627459	ID	1625822	1
ID	1627459	ID	1627896	1
ID	1627459	ID	1642467	1
ID	1627459	ID	1643089	1
ID	1627459	ID	1645524	2
ID	1627459	ID	1648473	3
ID	1627459	ID	1650357	3
ID	1627459	ID	7862908	1
ID	1627459	MY	1732891	1
ID	1627459	MY	1735106	1
ID	1627459	PH	1692192	1
ID	1627459	TH	1609350	2
ID	1627896	ID	1214520	3
ID	1627896	ID	1215502	2
ID	1627896	ID	1621177	12
ID	1627896	ID	1624917	1
ID	1627896	ID	1625812	1
ID	1627896	ID	1625822	13
ID	1627896	ID	1627459	1
ID	1627896	ID	1630328	2
ID	1627896	ID	1636544	1
ID	1627896	ID	1636722	1
ID	1627896	ID	1640044	1
ID	1627896	ID	1641136	1
ID	1627896	ID	1642858	2
ID	1627896	ID	1642911	10
ID	1627896	ID	1645524	2
ID	1627896	ID	1645528	2
ID	1627896	ID	1648473	2
ID	1627896	ID	1649378	1
ID	1627896	ID	1650357	13
ID	1627896	ID	2082600	1
ID	1627896	MY	1732752	11
ID	1627896	MY	1732891	7
ID	1627896	MY	1733432	1
ID	1627896	MY	1734705	1
ID	1627896	MY	1734759	1
ID	1627896	MY	1734797	2
ID	1627896	MY	1735161	3
ID	1627896	MY	1735195	1
ID	1627896	MY	1736292	2
ID	1627896	PH	1701668	2
ID	1627896	PH	1716771	2
ID	1627896	SG	1880723	1
ID	1627896	TH	1606147	1
ID	1627896	TH	1609350	1
ID	1628019	ID	1621177	1
ID	1628707	MY	1733432	1
ID	1628707	PH	1692192	1
ID	1628707	PH	1711005	1
ID	1628942	ID	1214520	1
ID	1628942	ID	1642911	1
ID	1628942	ID	1648473	2
ID	1628942	MY	1735195	2
ID	1629001	BN	1820906	1
ID	1629001	ID	1621177	1
ID	1629001	ID	1622690	1
ID	1629001	ID	1624725	1
ID	1629001	ID	1625822	1
ID	1629001	ID	1630789	1
ID	1629001	ID	1632694	1
ID	1629001	ID	1633118	2
ID	1629001	ID	1634436	1
ID	1629001	ID	1639150	1
ID	1629001	ID	1639859	1
ID	1629001	ID	1642911	4
ID	1629001	ID	1645528	1
ID	1629001	ID	1647003	1
ID	1629001	ID	1648473	6
ID	1629001	ID	1650357	1
ID	1629001	ID	1650527	1
ID	1629001	MY	1732752	1
ID	1629001	MY	1735161	1
ID	1629131	ID	1625084	1
ID	1629131	ID	1634257	1
ID	1629131	ID	1641301	1
ID	1629131	ID	1645528	1
ID	1629131	ID	2057087	1
ID	1629131	ID	2082600	1
ID	1629606	ID	1625822	1
ID	1629654	ID	1642911	1
ID	1629654	ID	1643837	1
ID	1629654	ID	1648473	1
ID	1629654	MY	1732891	2
ID	1629654	SG	1880252	1
ID	1629655	SG	1880252	1
ID	1630326	ID	1621177	1
ID	1630326	ID	2000253	1
ID	1630328	ID	1214882	1
ID	1630328	ID	1621177	3
ID	1630328	ID	1627896	2
ID	1630328	ID	1642911	1
ID	1630328	ID	1647003	1
ID	1630328	ID	1648473	2
ID	1630328	ID	1650357	3
ID	1630328	ID	7558785	1
ID	1630328	ID	7665567	1
ID	1630328	MY	1732752	6
ID	1630328	MY	1733432	2
ID	1630328	MY	1735160	2
ID	1630328	PH	1692192	2
ID	1630328	PH	1717641	2
ID	1630328	TH	1609350	2
ID	1630341	ID	1648473	4
ID	1630341	TH	1608133	1
ID	1630341	VN	1581130	2
ID	1630634	ID	1625084	1
ID	1630789	ID	1214520	1
ID	1630789	ID	1622690	1
ID	1630789	ID	1625822	1
ID	1630789	ID	1629001	1
ID	1630789	ID	1632694	1
ID	1630789	ID	1633070	1
ID	1630789	ID	1633118	1
ID	1630789	ID	1633419	2
ID	1630789	ID	1634436	1
ID	1630789	ID	1635882	1
ID	1630789	ID	1639150	1
ID	1630789	ID	1641902	1
ID	1630789	ID	1642858	1
ID	1630789	ID	1642911	3
ID	1630789	ID	1648473	4
ID	1630789	ID	1650357	4
ID	1630789	ID	2057087	1
ID	1630789	ID	2082600	1
ID	1630789	ID	7386135	1
ID	1630789	MY	1732752	3
ID	1630789	MY	1732891	1
ID	1631761	ID	1214520	1
ID	1631761	ID	1621177	2
ID	1631761	ID	1633118	1
ID	1631761	ID	1633419	1
ID	1631761	ID	1642911	3
ID	1631761	ID	1648473	3
ID	1631761	ID	1650357	1
ID	1631761	ID	7426882	1
ID	1631761	MY	1732752	6
ID	1631761	MY	1732891	10
ID	1631761	MY	1733664	2
ID	1631761	MY	1735106	1
ID	1631761	MY	1735161	2
ID	1631761	TH	1608133	1
ID	1631761	TH	1609350	2
ID	1631992	PH	1705536	1
ID	1631992	TH	1609350	1
ID	1632033	BN	1820906	1
ID	1632033	ID	1625822	1
ID	1632033	ID	1646194	1
ID	1632033	ID	1648473	4
ID	1632694	ID	1622690	1
ID	1632694	ID	1629001	1
ID	1632694	ID	1630789	1
ID	1632694	ID	1633118	1
ID	1632694	ID	1634436	1
ID	1632694	ID	1639150	1
ID	1632694	ID	1642911	1
ID	1632694	ID	1648473	1
ID	1632837	ID	1650329	1
ID	1632837	ID	7456729	1
ID	1633034	ID	1621177	1
ID	1633034	ID	1622786	1
ID	1633034	ID	1636544	1
ID	1633034	ID	1636722	1
ID	1633034	ID	1640344	1
ID	1633034	ID	1642911	1
ID	1633034	ID	1647003	2
ID	1633034	ID	1648473	10
ID	1633034	ID	1650357	1
ID	1633034	SG	1880252	1
ID	1633070	ID	1214520	1
ID	1633070	ID	1621177	1
ID	1633070	ID	1622786	1
ID	1633070	ID	1625822	1
ID	1633070	ID	1630789	1
ID	1633070	ID	1633419	1
ID	1633070	ID	1642858	2
ID	1633070	ID	1642911	6
ID	1633070	ID	1645528	1
ID	1633070	ID	1648473	4
ID	1633070	ID	1649150	1
ID	1633070	ID	1649593	1
ID	1633070	ID	1650213	1
ID	1633070	ID	1650357	4
ID	1633070	ID	1650527	1
ID	1633070	ID	8362798	1
ID	1633070	MY	1732752	1
ID	1633070	MY	1732891	3
ID	1633070	MY	1735106	1
ID	1633070	MY	1735227	1
ID	1633070	MY	1735436	1
ID	1633070	MY	1736278	1
ID	1633070	MY	1744246	1
ID	1633118	ID	1214520	1
ID	1633118	ID	1214944	1
ID	1633118	ID	1621177	1
ID	1633118	ID	1622690	1
ID	1633118	ID	1629001	2
ID	1633118	ID	1630789	1
ID	1633118	ID	1631761	1
ID	1633118	ID	1632694	1
ID	1633118	ID	1634436	1
ID	1633118	ID	1636722	1
ID	1633118	ID	1639150	1
ID	1633118	ID	1641902	4
ID	1633118	ID	1642911	3
ID	1633118	ID	1647003	2
ID	1633118	ID	1648473	4
ID	1633118	ID	1650298	1
ID	1633118	ID	1958984	1
ID	1633118	ID	6260526	1
ID	1633118	ID	6262789	1
ID	1633118	ID	6569262	1
ID	1633118	MY	1733432	1
ID	1633118	MY	1735195	2
ID	1633118	MY	1735634	1
ID	1633419	ID	1214520	2
ID	1633419	ID	1621177	2
ID	1633419	ID	1622786	3
ID	1633419	ID	1625084	3
ID	1633419	ID	1625822	1
ID	1633419	ID	1626649	1
ID	1633419	ID	1630789	2
ID	1633419	ID	1631761	1
ID	1633419	ID	1633070	1
ID	1633419	ID	1635882	2
ID	1633419	ID	1636323	1
ID	1633419	ID	1636722	4
ID	1633419	ID	1642858	1
ID	1633419	ID	1642911	10
ID	1633419	ID	1645528	2
ID	1633419	ID	1647003	2
ID	1633419	ID	1648473	3
ID	1633419	ID	1650213	1
ID	1633419	ID	1650357	2
ID	1633419	ID	1959731	1
ID	1633419	ID	1962968	4
ID	1633419	ID	2057087	1
ID	1633419	ID	2082600	1
ID	1633419	ID	6831470	1
ID	1633419	MM	1311874	1
ID	1633419	MY	1732752	5
ID	1633419	MY	1732891	8
ID	1633419	MY	1735106	4
ID	1633419	MY	1735160	1
ID	1633419	MY	1735161	3
ID	1633419	PH	1701668	1
ID	1633419	TH	1609350	1
ID	1634257	ID	1629131	1
ID	1634436	ID	1622690	1
ID	1634436	ID	1629001	1
ID	1634436	ID	1630789	1
ID	1634436	ID	1632694	1
ID	1634436	ID	1633118	1
ID	1634436	ID	1639150	1
ID	1634436	ID	1642911	1
ID	1634436	ID	1648473	1
ID	1634614	ID	1635882	1
ID	1634614	ID	1636722	1
ID	1634936	ID	1650357	1
ID	1634936	ID	6713192	1
ID	1635141	ID	1621177	6
ID	1635141	ID	1635882	1
ID	1635141	MY	1732752	1
ID	1635141	MY	1736376	1
ID	1635243	ID	1623834	1
ID	1635243	ID	1642911	1
ID	1635815	ID	1622786	1
ID	1635815	TH	1152188	1
ID	1635815	TH	1152202	1
ID	1635882	ID	1215502	1
ID	1635882	ID	1622786	2
ID	1635882	ID	1625084	3
ID	1635882	ID	1625822	1
ID	1635882	ID	1630789	1
ID	1635882	ID	1633419	2
ID	1635882	ID	1634614	1
ID	1635882	ID	1635141	1
ID	1635882	ID	1636722	1
ID	1635882	ID	1637080	1
ID	1635882	ID	1637372	1
ID	1635882	ID	1641301	1
ID	1635882	ID	1642911	7
ID	1635882	ID	1645528	1
ID	1635882	ID	1648473	2
ID	1635882	ID	2057087	1
ID	1635882	ID	2082600	1
ID	1635882	ID	6592837	1
ID	1635882	ID	6792558	1
ID	1635882	ID	7083717	1
ID	1635882	ID	7456729	1
ID	1635882	MY	1732891	1
ID	1635882	MY	1735161	2
ID	1635882	PH	1711005	1
ID	1635882	SG	1880252	2
ID	1635882	TH	1609350	2
ID	1635882	VN	1581130	2
ID	1636022	ID	1625822	1
ID	1636308	ID	1621899	1
ID	1636308	ID	1626542	1
ID	1636308	ID	1642133	1
ID	1636308	ID	1642911	1
ID	1636308	ID	1645528	1
ID	1636308	ID	1647003	1
ID	1636308	ID	1648473	1
ID	1636308	ID	1650070	1
ID	1636308	ID	2082460	1
ID	1636308	ID	2082600	1
ID	1636308	ID	7054672	1
ID	1636323	ID	1633419	1
ID	1636323	MY	1735160	1
ID	1636544	ID	1621177	7
ID	1636544	ID	1622786	1
ID	1636544	ID	1623446	1
ID	1636544	ID	1623834	1
ID	1636544	ID	1625822	3
ID	1636544	ID	1627896	1
ID	1636544	ID	1633034	1
ID	1636544	ID	1637001	1
ID	1636544	ID	1642911	5
ID	1636544	ID	1643837	2
ID	1636544	ID	1645524	1
ID	1636544	ID	1647866	2
ID	1636544	ID	1648473	7
ID	1636544	ID	1650357	2
ID	1636544	ID	6598621	1
ID	1636544	MM	1298824	1
ID	1636544	MY	1735195	1
ID	1636544	PH	1717512	1
ID	1636544	TH	1153671	1
ID	1636722	ID	1214520	1
ID	1636722	ID	1621177	4
ID	1636722	ID	1622786	1
ID	1636722	ID	1624917	1
ID	1636722	ID	1625812	1
ID	1636722	ID	1625822	9
ID	1636722	ID	1626542	1
ID	1636722	ID	1627185	1
ID	1636722	ID	1627896	1
ID	1636722	ID	1633034	1
ID	1636722	ID	1633118	1
ID	1636722	ID	1633419	4
ID	1636722	ID	1634614	1
ID	1636722	ID	1635882	1
ID	1636722	ID	1640344	1
ID	1636722	ID	1641301	1
ID	1636722	ID	1641902	1
ID	1636722	ID	1642588	3
ID	1636722	ID	1642911	5
ID	1636722	ID	1645528	3
ID	1636722	ID	1647003	1
ID	1636722	ID	1648473	7
ID	1636722	ID	1649169	1
ID	1636722	ID	1649824	2
ID	1636722	ID	1650213	13
ID	1636722	ID	1650357	15
ID	1636722	ID	1962934	1
ID	1636722	ID	6370695	1
ID	1636722	ID	6725508	1
ID	1636722	ID	7570529	1
ID	1636722	ID	8430445	1
ID	1636722	LA	1651944	2
ID	1636722	MY	1732752	1
ID	1636722	PH	1701668	1
ID	1636722	SG	1880252	1
ID	1636722	TH	1153671	1
ID	1636722	TH	1607017	2
ID	1636722	TH	1608133	1
ID	1636722	TH	1609350	4
ID	1636722	TH	1609776	1
ID	1636722	TH	1611110	3
ID	1636731	MY	1735106	1
ID	1636930	ID	1650357	1
ID	1637001	ID	1622786	1
ID	1637001	ID	1636544	1
ID	1637001	ID	1645524	1
ID	1637080	ID	1635882	1
ID	1637080	ID	1637372	1
ID	1637080	ID	1642911	1
ID	1637080	ID	1648473	1
ID	1637372	ID	1635882	1
ID	1637372	ID	1637080	1
ID	1638284	ID	7456729	1
ID	1638546	ID	1642911	1
